Go.	Gå!
It wasn't me who translated this.	Det var ikke mig der oversatte det.
It's a very expensive smartphone.	Det er en meget dyr smartphone.
It's a very expensive smartphone.	Det er en meget dyr smarttelefon.
It's dangerous to go there alone.	Det er farligt at gå derhen alene.
It's evident that you told a lie.	Det er indlysende at du fortalte en løgn.
It's natural for you to think so.	Det er naturligt for dig at tænke sådan.
It's only going to get worse now.	Det bliver kun værre nu.
Keep children away from the pond.	Hold børn væk fra dammen.
Let me know if you need any help.	Lad mig vide, hvis du har brug for hjælp.
Let's put our cards on the table.	Lad os lægge kortene på bordet.
Let's see if that does the trick.	Lad os se om det klarer sagen.
Let's see if that does the trick.	Lad os se om det gør det.
Let's see if that does the trick.	Lad os se om det hjælper.
Let's start before the sun rises.	Lad os starte før solen står op.
London is the capital of England.	London er Englands hovedstad.
Mary bought a fake Gucci handbag.	Mary har købt en falsk Gucci-håndtaske.
Mary bought a skirt and a blouse.	Mary købte en nederdel og en bluse.
Mary bought a skirt and a blouse.	Mary har købt en nederdel og en bluse.
Mary is now studying in her room.	Mary studerer nu på sit værelse.
Mary is too young to be a mother.	Mary er for ung til at være mor.
Maybe we shouldn't be doing this.	Måske burde vi ikke gøre dette.
Most Englishmen are conservative.	De fleste englændere er konservative.
Mother is cooking in the kitchen.	Mor laver mad i køkkenet.
Mother is cooking in the kitchen.	Mor står og laver mad i køkkenet.
Mother is cooking in the kitchen.	Mor er i gang med at lave mad i køkkenet.
Mother is cooking in the kitchen.	Mor er ved at lave mad i køkkenet.
Mother is cooking in the kitchen.	Mor er i køkkenet og laver mad.
My father died before I was born.	Min far døde før jeg blev født.
My father is a bit old fashioned.	Min far er en smule gammeldags.
My father's car is made in Italy.	Min fars bil er lavet i Italien.
My friend is seventeen years old.	Min ven er sytten år gammel.
My friend only eats organic food.	Min ven spiser kun økologiske fødevarer.
My grandfather was superstitious.	Min bedstefar var overtroisk.
My husband earns $100,000 a year.	Min mand tjener 100.000 dollar om året.
My little brother is watching TV.	Min lillebror ser fjernsyn.
My little brother is watching TV.	Min lillebror ser tv.
My little brother is watching TV.	Min lillebror ser TV.
My parents live outside the city.	Mine forældre bor uden for byen.
My watch loses two minutes a day.	Mit ur taber to minutter i døgnet.
Never ever do it like this again.	Gør aldrig sådan igen.
Newspapers carry weather reports.	Aviser bringer vejrudsigter.
No prior experience is necessary.	Ingen forudgående erfaring er nødvendig.
Nobody has a landline these days.	Ingen har en fastnettelefon i dag.
One cannot survive without money.	Man kan ikke overleve uden penge.
One cannot survive without money.	Uden penge kan man ikke overleve.
Only a fool doesn't fear the sea.	Kun en tåbe frygter ikke havet.
Open the door and let in the dog.	Åbn døren og luk hunden ind.
Open the door and let the dog in.	Åbn døren og luk hunden ind.
Our class consists of fifty boys.	I vores klasse er der halvtreds drenge.
Our passports were all we needed.	Vore pas var alt hvad vi havde brug for.
Peel the apple before you eat it.	Skræl æblet før du spiser det.
Please charge this to my account.	Vær så venlig at debitere det på min konto.
Please close the door behind you.	Luk venligst døren efter dig.
Registration starts October 20th.	Tilmelding starter 20. oktober.
Registration starts October 20th.	Tilmelding starter tyvende oktober.
She can speak English, of course.	Hun kan selvfølgelig tale engelsk.
She did her best to persuade him.	Hun gjorde sit bedste for at overtale ham.
She gave birth to a healthy baby.	Hun fødte en sund baby.
She had the boys paint the house.	Hun fik drengene til at male huset.
She hasn't done her homework yet.	Hun har endnu ikke lavet sine lektier.
She is not a nurse, but a doctor.	Hun er ikke sygeplejerske, men læge.
She is poor, but she looks happy.	Hun er fattig, men hun ser glad ud.
She lived there about five years.	Hun boede der i omkring fem år.
She lived up to our expectations.	Hun levede op til vores forventninger.
She ordered the book from London.	Hun bestilte bogen fra London.
She ordered the book from London.	Hun bestilte bogen hjem fra London.
She remained single all her life.	Hun forblev ugift hele livet.
She waited for you for two hours.	Hun ventede på dig i to timer.
She was about to leave the house.	Hun skulle lige til at gå ud af huset.
She was very proud of her father.	Hun var meget stolt af sin far.
She will leave the hospital soon.	Hun forlader snart hospitalet.
She's an intelligent young woman.	Hun er en intelligent ung kvinde.
She's got a cat. The cat's white.	Hun har en kat. Katten er hvid.
She's promised to give me a ring.	Hun har lovet at give mig en ring.
She's promised to give me a ring.	Hun har lovet at ringe mig op.
Something's wrong with my e-mail.	Der er noget galt med min e-mail.
Stop! There's a deer on the road.	Stop! Der er en hjort på vejen.
Thank you for the Christmas gift.	Mange tak for julegaven!
Thanks to him, I could get a job.	Takket være ham kunne jeg få et arbejde.
That doesn't interest me anymore.	Det interesserer mig ikke mere.
The apple harvest will soon come.	Æblehøsten begynder snart.
The butcher is weighing the meat.	Slagteren er ved at veje kødet.
The butcher is weighing the meat.	Slagteren vejer kødet.
The cat is sleeping on the chair.	Katten sover på stolen.
The cat is sleeping on the table.	Katten sover på bordet.
The cat on the table is sleeping.	Katten på bordet sover.
The customer is not always right.	Kunden har ikke altid ret.
The fuel tank in the car is full.	Bilens brændstoftank er fuld.
The girl is smelling the flowers.	Pigen lugter til blomsterne.
The girl is smelling the flowers.	Pigen dufter til blomsterne.
The house Tom built is wonderful.	Huset som Tom byggede er vidunderligt.
The ladies were in evening dress.	Damerne bar aftenkjoler.
The ladies were in evening dress.	Damerne havde aftenkjoler på.
The ladies were in evening dress.	Damerne gik klædt i aftenkjoler.
The library is closed on Sundays.	Biblioteket er lukket om søndagen.
The mail is delivered once a day.	Posten bliver omdelt en gang om dagen.
The murderer confessed his crime.	Morderen tilstod forbrydelsen.
The murderer confessed his crime.	Morderen har tilstået forbrydelsen.
The nurse took my blood pressure.	Sygeplejersken tog mit blodtryk.
The plane was approaching London.	Flyet nærmede sig London.
The police caught him red handed.	Politiet tog ham på fersk gerning.
The police searched Tom's locker.	Politiet gennemsøgte Toms skab.
The policeman chased the burglar.	Betjenten eftersatte indbrudstyven.
The sick man's life is in danger.	Den syge mands liv er i fare.
The sunglasses cost twenty euros.	Solbrillerne koster tyve euro.
The swimmers were numb with cold.	Svømmerne var følelsesløse af kulde.
The town is packed with tourists.	Byen er fyldt med turister.
The walls are covered with blood.	Væggene er dækket af blod.
There are five apples in the box.	Der er fem æbler i kassen.
There are no chairs in this room.	Der er ingen stole i dette værelse.
There are some flies on the wall.	Der er nogle fluer på væggen.
There are three cows in the barn.	Der er tre køer i stalden.
There are too many tourists here.	Der er for mange turister her.
There is no sign of life on Mars.	Der er ingen tegn på liv på Mars.
These allegations are ridiculous.	Disse beskyldninger er latterlige.
These colors harmonize very well.	Disse farver harmonerer meget godt.
These colors harmonize very well.	De her farver harmonerer meget godt.
These trees were planted by them.	Disse træer blev plantet af dem.
They are putting on their gloves.	De tager handskerne på.
They avoided each other for days.	De undgik hinanden i dagevis.
They fell into each other's arms.	De faldt i hinandens arme.
They will get married next month.	De bliver gift i næste måned.
They're treating me like a child.	De behandler mig som et barn.
This T-shirt is too small for me.	Denne T-shirt er for lille til mig.
This book was printed in England.	Denne bog blev trykt i England.
This desk is as good as that one.	Dette skrivebord er lige så godt som det der.
This doll is a gift from my aunt.	Denne dukke er en gave fra min tante.
This factory produces CD players.	Denne fabrik producerer cd-afspillere.
This information is confidential.	Disse oplysninger er fortrolige.
This is going to work. I know it.	Det her kommer til at fungere. Det ved jeg.
This is not a cat. This is a dog.	Det her er ikke en kat. Det her er en hund.
This is one of my favorite books.	Dette er en af mine yndlingsbøger.
This rule applies to you as well.	Denne regel gælder også for dig.
This skirt is a little too tight.	Den her nederdel er lidt for stram.
This sword has a strange history.	Dette sværd har en mærkelig forhistorie.
Today's the twentieth of October.	I dag er det den tyvende oktober.
Tom and John are brothers-in-law.	Tom og John er svogre.
Tom and Mary are still in Boston.	Tom og Mary er stadig i Boston.
Tom asked Mary where the dog was.	Tom spurgte Mary om hvor hunden var.
Tom bought a present for his son.	Tom købte en gave til sin søn.
Tom called Mary before breakfast.	Tom ringede til Mary før morgenmaden.
Tom can speak French and English.	Tom kan tale fransk og engelsk.
Tom can't stand people like that.	Tom kan ikke fordrage den slags mennesker.
Tom couldn't get his car started.	Tom kunne ikke få sin bil startet.
Tom denied that he was the thief.	Tom nægtede at han var tyven.
Tom didn't want Mary to kiss him.	Tom ville ikke have at Mary skulle kysse ham.
Tom died in prison ten years ago.	Tom døde i fængsel for ti år siden.
Tom doesn't believe in evolution.	Tom tror ikke på udviklingslæren.
Tom doesn't know where Mary went.	Tom ved ikke hvor Mary gik hen.
Tom doesn't like to speak French.	Tom bryder sig ikke om at tale fransk.
Tom doesn't like to speak French.	Tom kan ikke lide at tale fransk.
Tom doesn't want to sell his car.	Tom vil ikke sælge sin bil.
Tom doesn't want to sell his car.	Tom ønsker ikke at sælge sin bil.
Tom gathered sticks for the fire.	Tom sankede kvas til bålet.
Tom gathered sticks for the fire.	Tom samlede kvas til bålet.
Tom gave an apple to the teacher.	Tom gav læreren et æble.
Tom had to stay at home all week.	Tom måtte blive hjemme hele ugen.
Tom has a splinter in his finger.	Tom har en splint i sin finger.
Tom has a splinter in his finger.	Tom har en splint i fingeren.
Tom has a strange way of talking.	Tom har en mærkelig måde at tale på.
Tom has been charged with murder.	Tom er blevet anklaget for mord.
Tom has been tasered three times.	Tom er blevet skudt med strømpistol tre gange.
Tom has brown hair and blue eyes.	Tom har brunt hår og blå øjne.
Tom has changed his name to John.	Tom har ændret sit navn til John.
Tom has changed his name to John.	Tom har skiftet navn og hedder nu John.
Tom hurried over to Mary's house.	Tom skyndte sig hen til Mary.
Tom is a very good tennis player.	Tom er en meget god tennisspiller.
Tom is an overprotective brother.	Tom er en overbeskyttende bror.
Tom is aware of his shortcomings.	Tom er klar over sine mangler.
Tom is counting on you, isn't he?	Tom regner med dig, ikke sandt?
Tom is facing financial problems.	Tom står over for økonomiske problemer.
Tom is lying in the hospital bed.	Tom ligger i hospitalssengen.
Tom is one of my closest friends.	Tom er en af ​​mine nærmeste venner.
Tom is standing in front of Mary.	Tom står foran Mary.
Tom is still living with his mom.	Tom bor stadig hos sin mor.
Tom is the only one we can trust.	Tom er den eneste, vi kan stole på.
Tom is very interested in French.	Tom er meget interesseret i fransk.
Tom isn't my son. He's my nephew.	Tom er ikke min søn. Han er min nevø.
Tom just wanted to get rid of me.	Tom ønskede bare at slippe af med mig.
Tom killed the rat with his cane.	Tom dræbte rotten med stokken.
Tom killed the rat with his cane.	Tom slog rotten ihjel med stokken.
Tom knew that Mary was in danger.	Tom vidste at Mary var i fare.
Tom knows how to push my buttons.	Tom ved lige, hvordan han kan få mig til at reagere.
Tom looked around the empty room.	Tom så sig om i det tomme rum.
Tom looked around the empty room.	Tom så sig om i det tomme værelse.
Tom lost custody of his children.	Tom mistede forældremyndigheden over sine børn.
Tom must be very angry with Mary.	Tom må være meget vred på Mary.
Tom no longer goes out with Mary.	Tom går ikke længere ud med Mary.
